01000000,050c,0,-35.9329204111,-33.2203852822,-54.8908276418,-54.2443096692
01000000,050c,1,-36.4404861336,-35.1543801996,-54.4618932716,-53.7353698813
01000000,050c,2,-36.8376269826,-35.3653324072,-54.6460164276,-53.9356232746
01000000,050c,3,-35.8291368991,-34.7154250364,-54.3174925751,-53.7059589134
01000000,050c,4,-36.1299056598,-35.0706438633,-54.4626253777,-53.7511329764
01000000,050c,5,-34.9156587713,-34.2927618809,-54.3060302115,-53.7184787513
01000000,050c,6,-34.3317006631,-32.5565630296,-53.8630484631,-53.1304857742
01000000,050c,7,-36.3699436098,-35.1541357055,-54.7767274188,-54.1013849525
01000000,050c,8,-35.7435004181,-34.2132572113,-54.5172542965,-53.850491653
01000000,050c,9,-35.3832365812,-34.1092536001,-54.2876106135,-53.5805311095
01000000,100c,0,-36.5164967058,-35.2780562681,-54.8571123827,-54.1612935906
01000000,100c,1,-36.5489713127,-35.0522852243,-55.0985240231,-54.3118514551
01000000,100c,2,-36.5276863466,-35.6144548198,-55.0831784334,-54.4325728337
01000000,100c,3,-36.7661308009,-35.289273756,-54.7853927307,-54.0878527607
01000000,100c,4,-36.5996862652,-35.7901216451,-54.8165323231,-54.1452373177
01000000,100c,5,-36.5598519691,-35.6734388483,-54.8515949018,-54.2189063688
01000000,100c,6,-35.776354097,-34.644627636,-55.0512283601,-54.3526088186
01000000,100c,7,-35.9619769356,-34.36425706,-54.4613148131,-53.6723599423
01000000,100c,8,-36.0201330373,-34.4073852939,-54.7307181221,-54.0371044262
01000000,100c,9,-36.0994010313,-34.621779801,-55.0763874366,-54.4067534855
01000000,15s,0,-31.7983026839,-31.104810977,-52.4485622232,-51.8567720261
01000000,15s,1,-34.2405490828,-33.598245045,-51.4200171462,-51.0450654022
01000000,15s,2,-32.9777675083,-31.9568748453,-52.3906713307,-51.7710944256
01000000,15s,3,-35.0189083637,-34.1468949119,-52.9529832693,-52.3980215562
01000000,15s,4,-34.8188613217,-34.2247273293,-52.6307234801,-52.3953913197
01000000,15s,5,-32.9694974803,-32.0578185162,-52.0670223754,-51.5784966505
01000000,15s,6,-34.6595388477,-34.1657215333,-52.6015167557,-52.2416464541
01000000,15s,7,-34.3087672557,-33.490722345,-52.6465662862,-52.2420766795
01000000,15s,8,-33.7325885879,-32.8808439594,-51.6779894938,-51.1443053262
01000000,15s,9,-31.3985921522,-30.9387642219,-51.2555581929,-50.8282241781
01000000,1l,0,-12.6196877583,-13.3165385532,-50.2275564955,-49.886291017
01000000,1l,1,-16.2777599196,-15.7990903021,-49.5845037582,-48.9781501151
01000000,1l,2,-15.418758766,-14.6248072106,-49.2841180138,-48.6535146063
01000000,1l,3,-8.81393453783,-8.45192294151,-48.8588318311,-48.2720733172
01000000,1l,4,-14.5824923199,-14.2971266151,-48.8929563895,-48.666227764
01000000,1l,5,-12.444592917,-12.1937161576,-48.4774191686,-47.7930611813
01000000,1l,6,-31.8565661382,-31.5941344627,-49.2527848912,-48.4730861307
