01000000,050c,0,-9.18326006389,-7.2129179312,-19.3592042982,-18.4314814743
01000000,050c,1,-8.946735815,-7.54714666919,-18.5250008403,-17.9635277295
01000000,050c,2,-9.58160981359,-7.77168840921,-19.0582122777,-18.1830586448
01000000,050c,3,-5.81162483761,-4.87132807932,-14.9119875448,-14.5368212112
01000000,050c,4,-9.63221987114,-8.11475888008,-19.6875437851,-19.0588468487
01000000,050c,5,-9.8260465217,-8.73024929675,-19.0156178671,-18.3169784165
01000000,050c,6,-9.66209603822,-8.03179071509,-19.4795496367,-18.7191292987
01000000,050c,7,-9.49087027558,-7.94945073267,-18.9409079097,-18.1421117259
01000000,050c,8,-9.28481236791,-7.67553987106,-18.4774266471,-17.8856331356
01000000,050c,9,-9.04754748487,-7.63739339759,-19.107323966,-18.5720895496
01000000,100c,0,-9.73693019348,-8.07243951867,-20.4342957248,-19.7844673128
01000000,100c,1,-5.36865308607,-3.52428273418,-14.2472134233,-12.3472431969
01000000,100c,2,-9.90674964413,-8.60867800973,-20.2167309655,-19.5087673169
01000000,100c,3,-9.64408732838,-8.25010204862,-19.9562305574,-19.2512348952
01000000,100c,4,-9.50883533218,-8.1426530323,-20.0698141112,-19.4065956029
01000000,100c,5,-9.61179192973,-8.25783931326,-20.1322591013,-19.5950571715
01000000,100c,6,-8.1949374451,-6.63007709977,-18.2932603446,-17.5543135021
01000000,100c,7,-10.126922775,-8.48097528868,-20.5304989726,-19.8669547803
01000000,100c,8,-10.0168070789,-8.21127816294,-20.1104530159,-19.3675205506
01000000,100c,9,-9.94888789245,-8.47514405624,-20.166905154,-19.4734196447
01000000,15s,0,-8.49085234936,-7.45684557949,-17.4147429658,-16.8205493949
01000000,15s,1,-8.35493477796,-7.58571954868,-16.2474893352,-16.2196854345
01000000,15s,2,-8.20156333087,-7.46503706371,-17.177893829,-16.6162685493
01000000,15s,3,-8.0053135829,-7.08398840333,-16.3771090372,-16.1158437643
01000000,15s,4,-8.84675728587,-7.97862646354,-18.5786828281,-17.9322532266
01000000,15s,5,-7.87896421519,-7.37338641809,-16.5877429207,-15.791952944
01000000,15s,6,-7.72299047342,-6.76237247786,-16.3792434781,-15.8254238628
01000000,15s,7,-8.96278166815,-7.8828707362,-18.0950475957,-17.5523314838
01000000,15s,8,-8.45708734835,-7.65676257667,-16.5259282837,-15.6037641765
01000000,15s,9,-8.66281217763,-7.63807512039,-17.1973386605,-16.6564317243
01000000,1l,0,-7.9508416497,-7.46503737161,-15.318962129,-14.883623751
01000000,1l,1,-7.7869466907,-7.18636440583,-15.1343915828,-13.9585875151
01000000,1l,2,-7.07743261592,-6.56400955002,-14.8584623343,-14.1999219094
01000000,1l,3,-8.24692901166,-7.37581040499,-16.5823775287,-15.9830497719
01000000,1l,4,-7.22833419914,-6.66590269832,-14.372717845,-13.8869068034
01000000,1l,5,-7.48232327123,-7.33535769892,-14.2935951552,-14.0621716093
01000000,1l,6,-6.53003825662,-5.72735887797,-13.4528980752,-12.2854967651
01000000,1l,7,-8.17374471656,-7.22151214743,-13.8139940695,-12.9029697763
01000000,1l,8,-7.71675028258,-7.42833343958,-15.2620175765,-15.4298093807
